transaction_id,date,agency,vendor_id,contract_type,amount,description,currency,is_anomaly
210c24e7,2025-03-26,Ministry of Railways,Wipro Government Solutions,Consultancy,100000.0,Ghost material entry for site #99,INR,1
89ce6e87,2025-04-20,Ministry of Railways,Patanjali Ayurved,Lump Sum,1199802.12,Track renewal works for Western Zone,INR,0
8900f8c5,2025-02-17,NHAI (National Highways Authority of India),Tata Projects Ltd,Consultancy,2492964.16,Toll plaza operation and maintenance,INR,0
fd0635bc,2025-02-15,CPWD (Central Public Works Department),Adani Enterprises,Lump Sum,306558.52,Electrical maintenance of Shastri Bhawan,INR,0
a3984e47,2025-04-24,Ministry of Rural Development,Wipro Government Solutions,EPC (Engineering Procurement Construction),13846371.39,Water conservation project,INR,0
15a146b4,2025-09-15,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Lump Sum,19297167.9,Electrical maintenance of Parliament Annexe,INR,0
25864242,2025-04-21,Ministry of Railways,Infosys Ltd,EPC (Engineering Procurement Construction),4380444.85,Signalling modernization for Mumbai CST,INR,0
8c2ca120,2025-05-28,NHAI (National Highways Authority of India),Hindustan Construction Co,Lump Sum,735068.43,Construction of 4-lane highway section Phase-2,INR,0
8872384c,2025-07-14,CPWD (Central Public Works Department),Hindustan Construction Co,EPC (Engineering Procurement Construction),313553.74,Renovation of government quarters,INR,0
5146e7fa,2025-08-16,NHAI (National Highways Authority of India),Bharat Electronics Ltd,EPC (Engineering Procurement Construction),1133055.82,Road safety consultancy services,INR,0
6b524db0,2025-01-30,Ministry of Defence,Patanjali Ayurved,Item Rate,9903972.81,Maintenance of cantonment roads,INR,0
4cc5bda7,2025-08-10,Ministry of Railways,Hindustan Construction Co,EPC (Engineering Procurement Construction),2121260.84,Signalling modernization for Chennai Central,INR,0
90d682c6,2025-08-29,Ministry of Railways,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),92649.73,Track renewal works for Eastern Zone,INR,0
13846c95,2025-06-05,CPWD (Central Public Works Department),Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),1179334.93,Renovation of government quarters,INR,0
5ad3ae54,2025-11-30,Ministry of Health & Family Welfare,Hindustan Construction Co,EPC (Engineering Procurement Construction),15553848.53,Supply of medical equipment for AIIMS,INR,0
47976ec8,2025-07-18,Ministry of Defence,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),2690254.79,Supply of high-altitude clothing,INR,0
d8ceb1a2,2025-12-24,CPWD (Central Public Works Department),Adani Enterprises,EPC (Engineering Procurement Construction),1874910.53,Horticulture works for central vista,INR,0
d1a47c6d,2025-12-07,CPWD (Central Public Works Department),GMR Infrastructure,Consultancy,2064165.66,Electrical maintenance of Parliament Annexe,INR,0
feb7f42f,2025-10-17,NHAI (National Highways Authority of India),Reliance Infrastructure,Consultancy,3388094.94,Construction of 4-lane highway section Phase-2,INR,0
3700458e,2025-06-15,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Item Rate,2300000.0,Facilitation fee for clearance,INR,1
1469bab9,2025-02-22,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,1155021.08,Construction of 4-lane highway section Package-IV,INR,0
7d3676c7,2025-02-05,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,2214329.35,Toll plaza operation and maintenance,INR,0
f3f2bb69,2025-12-31,Ministry of Defence,GMR Infrastructure,Lump Sum,446118.81,Supply of high-altitude clothing,INR,0
1e1242cf,2025-12-21,Ministry of Railways,Rail Vikas Nigam Ltd,Item Rate,262116.15,Signalling modernization for Howrah,INR,0
ecd07385,2025-03-09,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),376642.62,Renovation of government quarters,INR,0
724b9fdb,2025-05-27,NHAI (National Highways Authority of India),Adani Enterprises,Lump Sum,1599123.62,Toll plaza operation and maintenance,INR,0
2fcbaec0,2025-05-19,Ministry of Rural Development,Larsen & Toubro Ltd,Consultancy,860238.38,Skill development training program,INR,0
881b086e,2025-12-25,Ministry of Defence,Tata Projects Ltd,EPC (Engineering Procurement Construction),3187690.0,Procurement of spare parts for vehicles,INR,0
e7bf8a8c,2025-02-11,Ministry of Railways,Wipro Government Solutions,EPC (Engineering Procurement Construction),312858.26,Signalling modernization for New Delhi,INR,0
da493f2d,2025-07-03,Ministry of Railways,GMR Infrastructure,Lump Sum,649035.34,Procurement of rolling stock components,INR,0
eeeae9be,2025-05-21,Ministry of Defence,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),3113896.62,Maintenance of cantonment roads,INR,0
28b28a1e,2025-05-01,Ministry of Railways,Larsen & Toubro Ltd,Lump Sum,27071763.27,Track renewal works for Western Zone,INR,0
3108a662,2025-12-06,Ministry of Railways,Larsen & Toubro Ltd,Item Rate,101053.17,Signalling modernization for Chennai Central,INR,0
6579bca8,2025-12-28,Ministry of Health & Family Welfare,Tata Projects Ltd,EPC (Engineering Procurement Construction),3258399.81,Hospital management works,INR,0
2dccbfd4,2025-03-21,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Consultancy,358111.6,Toll plaza operation and maintenance,INR,0
84487511,2025-12-22,Ministry of Defence,Reliance Infrastructure,Item Rate,1900000.0,Ghost material entry for site #99,INR,1
1a49de27,2025-11-16,Ministry of Health & Family Welfare,Wipro Government Solutions,Consultancy,487647.23,Hospital management works,INR,0
62a06fea,2025-07-09,Ministry of Rural Development,Hindustan Construction Co,Consultancy,643994.73,Water conservation project,INR,0
cc087643,2025-06-19,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,42950.3,Road safety consultancy services,INR,0
accc985a,2025-08-28,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Consultancy,1756450.74,Renovation of government quarters,INR,0
53b513c2,2025-06-25,Ministry of Railways,Hindustan Construction Co,Item Rate,0.0,Urgent supply - Vendor TBD,INR,1
89a5b750,2025-05-27,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,Lump Sum,283815.13,Horticulture works for central vista,INR,0
1de67da7,2025-09-24,Ministry of Defence,Shapoorji Pallonji Group,Lump Sum,6120384.03,Facilitation fee for clearance,INR,1
8017cc21,2025-03-19,CPWD (Central Public Works Department),Tata Projects Ltd,EPC (Engineering Procurement Construction),13885419.88,Horticulture works for central vista,INR,0
501d8fff,2025-01-16,CPWD (Central Public Works Department),Hindustan Construction Co,Item Rate,100000.0,Emergency procurement of unspecified consumables,INR,1
7458c41b,2025-03-19,Ministry of Defence,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),3721275.33,Maintenance of cantonment roads,INR,0
86bfd5ba,2025-03-06,CPWD (Central Public Works Department),Hindustan Construction Co,Lump Sum,288652.68,Renovation of government quarters,INR,0
3028e740,2025-10-14,Ministry of Railways,Tata Projects Ltd,Item Rate,1979451.57,Procurement of rolling stock components,INR,0
45312814,2025-08-22,Ministry of Defence,Adani Enterprises,Item Rate,142860.26,Maintenance of cantonment roads,INR,0
cce2f51e,2025-11-10,Ministry of Health & Family Welfare,Reliance Infrastructure,Consultancy,571164.2,Hospital management works,INR,0
3f646ee7,2025-01-28,Ministry of Rural Development,Tata Projects Ltd,Consultancy,936625.3,Skill development training program,INR,0
8bbea4d4,2025-07-04,Ministry of Rural Development,GMR Infrastructure,Lump Sum,817942829.78,Miscellaneous liaisoning charges,INR,1
88900da5,2025-08-10,CPWD (Central Public Works Department),Reliance Infrastructure,Consultancy,200000.0,Ghost material entry for site #99,INR,1
3d413dea,2025-08-21,Ministry of Defence,Bharat Electronics Ltd,Consultancy,148386.27,Maintenance of cantonment roads,INR,0
50b3f6a2,2025-01-11,Ministry of Rural Development,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),11368818.06,Water conservation project,INR,0
0755f96e,2025-08-04,Ministry of Rural Development,Infosys Ltd,Consultancy,208529.29,Skill development training program,INR,0
8acb1bf7,2025-08-20,Ministry of Railways,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),5882421.18,Procurement of rolling stock components,INR,0
527b155f,2025-09-02,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Consultancy,1567374.94,Toll plaza operation and maintenance,INR,0
e5100f3d,2025-10-17,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,Consultancy,1202828.22,Horticulture works for central vista,INR,0
eb4e2ff5,2025-12-01,CPWD (Central Public Works Department),Patanjali Ayurved,EPC (Engineering Procurement Construction),565696.5,Horticulture works for central vista,INR,0
9d2df4e2,2025-06-14,Ministry of Health & Family Welfare,Hindustan Construction Co,Lump Sum,1241416.75,Hospital management works,INR,0
fc8bd04a,2025-10-22,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Lump Sum,358586.32,Toll plaza operation and maintenance,INR,0
e4b78133,2025-10-21,Ministry of Health & Family Welfare,Patanjali Ayurved,Lump Sum,1279677.8,Hospital management works,INR,0
16208a24,2025-03-10,CPWD (Central Public Works Department),Hindustan Construction Co,Consultancy,7382430.47,Horticulture works for central vista,INR,0
560e5013,2025-03-04,Ministry of Defence,Larsen & Toubro Ltd,Consultancy,1294662.23,Procurement of spare parts for vehicles,INR,0
8d757440,2025-05-01,CPWD (Central Public Works Department),GMR Infrastructure,EPC (Engineering Procurement Construction),3066971.84,Horticulture works for central vista,INR,0
3d61e9f0,2025-04-12,CPWD (Central Public Works Department),Wipro Government Solutions,Consultancy,409789.96,Renovation of government quarters,INR,0
f4e362a3,2025-01-19,Ministry of Health & Family Welfare,Larsen & Toubro Ltd,Lump Sum,10542798.87,Procurement of vaccines,INR,0
50e16437,2026-01-03,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,9511593.42,Toll plaza operation and maintenance,INR,0
fc915d0d,2025-08-26,Ministry of Defence,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),3233729.78,Supply of high-altitude clothing,INR,0
89cfecf4,2025-10-25,Ministry of Health & Family Welfare,Wipro Government Solutions,EPC (Engineering Procurement Construction),449025.42,Supply of medical equipment for AIIMS,INR,0
bc2c9422,2025-06-30,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Consultancy,1236288.87,Supply of medical equipment for AIIMS,INR,0
3eee74de,2025-10-04,Ministry of Rural Development,Wipro Government Solutions,Lump Sum,183267.18,Skill development training program,INR,0
4e9c5e70,2025-05-07,Ministry of Defence,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),160402.04,Supply of high-altitude clothing,INR,0
9e562900,2025-11-05,Ministry of Health & Family Welfare,Patanjali Ayurved,Lump Sum,22038143.13,Supply of medical equipment for AIIMS,INR,0
6db7d0c1,2025-09-29,Ministry of Defence,Shapoorji Pallonji Group,Consultancy,2843736.48,Supply of high-altitude clothing,INR,0
d5c44214,2025-06-29,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Lump Sum,428954.07,Supply of medical equipment for AIIMS,INR,0
92093b36,2025-09-09,Ministry of Defence,Larsen & Toubro Ltd,Lump Sum,100000.0,Emergency procurement of unspecified consumables,INR,1
75e7d8a2,2025-11-22,Ministry of Defence,Hindustan Construction Co,Consultancy,7219160.0,Supply of high-altitude clothing,INR,0
87e55a6e,2025-11-20,Ministry of Rural Development,Tata Projects Ltd,EPC (Engineering Procurement Construction),414713.44,Road construction under PMGSY,INR,0
f7ac7caf,2025-06-19,Ministry of Health & Family Welfare,Reliance Infrastructure,Item Rate,8271345.26,Supply of medical equipment for AIIMS,INR,0
92b42c5a,2025-08-11,Ministry of Railways,Reliance Infrastructure,EPC (Engineering Procurement Construction),47408706.07,Procurement of rolling stock components,INR,0
9d262aae,2025-08-29,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Consultancy,4107500.15,Hospital management works,INR,0
998eef24,2025-12-29,Ministry of Defence,Wipro Government Solutions,Consultancy,2204174.59,Supply of high-altitude clothing,INR,0
28613164,2025-03-07,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),2708740.7,Road safety consultancy services,INR,0
d2d48d41,2025-08-28,NHAI (National Highways Authority of India),Tata Projects Ltd,Consultancy,1188021.1,Toll plaza operation and maintenance,INR,0
f2d7ca11,2025-09-04,Ministry of Rural Development,Larsen & Toubro Ltd,Consultancy,748153.9,Road construction under PMGSY,INR,0
abc38e5f,2025-10-09,CPWD (Central Public Works Department),Adani Enterprises,Consultancy,200000.0,Ghost material entry for site #99,INR,1
6f0d74c1,2025-07-18,Ministry of Defence,Tata Projects Ltd,Lump Sum,2350613.34,Procurement of spare parts for vehicles,INR,0
7181daa4,2025-04-08,CPWD (Central Public Works Department),Patanjali Ayurved,Item Rate,171755.33,Horticulture works for central vista,INR,0
8215f00f,2025-05-12,CPWD (Central Public Works Department),Wipro Government Solutions,Item Rate,6972397.14,Electrical maintenance of Shastri Bhawan,INR,0
3d4c003b,2025-11-26,Ministry of Railways,Tata Projects Ltd,Consultancy,413474.89,Procurement of rolling stock components,INR,0
e1dcbc46,2025-02-01,Ministry of Defence,Tata Projects Ltd,Consultancy,8511951.97,Procurement of spare parts for vehicles,INR,0
364ea48e,2025-10-28,Ministry of Railways,Hindustan Construction Co,EPC (Engineering Procurement Construction),20259202.62,Signalling modernization for Howrah,INR,0
313d7929,2025-09-16,Ministry of Rural Development,Adani Enterprises,Lump Sum,9436890.78,Road construction under PMGSY,INR,0
04f76bf6,2025-10-01,NHAI (National Highways Authority of India),Tata Projects Ltd,Consultancy,1379052.7,Toll plaza operation and maintenance,INR,0
d97f3d48,2025-06-02,Ministry of Rural Development,Hindustan Construction Co,Lump Sum,437836.95,Road construction under PMGSY,INR,0
e36e53e2,2025-02-26,Ministry of Defence,Wipro Government Solutions,Consultancy,3564706.25,Procurement of spare parts for vehicles,INR,0
d8b5982b,2025-04-16,Ministry of Railways,Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),2989962.02,Procurement of rolling stock components,INR,0
13a8fa71,2025-07-25,Ministry of Rural Development,Bharat Electronics Ltd,Lump Sum,494527.97,Water conservation project,INR,0
38d15387,2025-06-18,Ministry of Health & Family Welfare,Adani Enterprises,Consultancy,1743092.24,Hospital management works,INR,0
49854e17,2025-04-27,Ministry of Defence,Bharat Electronics Ltd,Consultancy,445216.1,Procurement of spare parts for vehicles,INR,0
74513ed7,2025-09-20,Ministry of Railways,Tata Projects Ltd,EPC (Engineering Procurement Construction),656349.89,Procurement of rolling stock components,INR,0
4612b7b7,2025-09-18,Ministry of Health & Family Welfare,Wipro Government Solutions,Lump Sum,4138209.4,Supply of medical equipment for AIIMS,INR,0
8e0df76a,2025-07-11,Ministry of Defence,Hindustan Construction Co,Item Rate,283060.71,Maintenance of cantonment roads,INR,0
d0cc3f91,2025-12-26,CPWD (Central Public Works Department),Patanjali Ayurved,EPC (Engineering Procurement Construction),6458423.18,Renovation of government quarters,INR,0
f2b08cbb,2025-03-18,Ministry of Railways,Rail Vikas Nigam Ltd,Consultancy,1068501.98,Procurement of rolling stock components,INR,0
baf376f2,2025-12-24,Ministry of Defence,Infosys Ltd,Item Rate,103376.05,Maintenance of cantonment roads,INR,0
716be8da,2025-01-10,NHAI (National Highways Authority of India),Hindustan Construction Co,Item Rate,197244.34,Construction of 4-lane highway section Package-IV,INR,0
0cd9605a,2025-10-10,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,Item Rate,4517674.87,Renovation of government quarters,INR,0
906635ca,2025-03-13,CPWD (Central Public Works Department),Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),472992.36,Electrical maintenance of Parliament Annexe,INR,0
e9cc7c52,2025-04-26,Ministry of Rural Development,Bharat Electronics Ltd,Consultancy,670596.99,Skill development training program,INR,0
0aadd596,2025-08-18,Ministry of Railways,Rail Vikas Nigam Ltd,Consultancy,4880960.12,Procurement of rolling stock components,INR,0
c136277a,2025-05-24,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,Consultancy,662271.43,Road safety consultancy services,INR,0
8a9e671f,2025-02-01,Ministry of Health & Family Welfare,GMR Infrastructure,Lump Sum,1302115.83,Supply of medical equipment for AIIMS,INR,0
8f9f7720,2025-03-13,Ministry of Railways,Wipro Government Solutions,Consultancy,4015706.15,Track renewal works for Southern Zone,INR,0
bd799f42,2025-06-05,Ministry of Defence,Hindustan Construction Co,Item Rate,3758177.37,Supply of high-altitude clothing,INR,0
52b2bae7,2025-12-13,Ministry of Railways,Rail Vikas Nigam Ltd,Consultancy,77793.57,Signalling modernization for Howrah,INR,0
82e7bb0c,2025-04-30,Ministry of Health & Family Welfare,Tata Projects Ltd,EPC (Engineering Procurement Construction),201182.97,Supply of medical equipment for AIIMS,INR,0
bca19032,2025-05-17,Ministry of Defence,Tata Projects Ltd,Item Rate,293032.21,Procurement of spare parts for vehicles,INR,0
23c0d0e9,2025-02-18,Ministry of Defence,Reliance Infrastructure,Item Rate,394527.73,Supply of high-altitude clothing,INR,0
5b6cf771,2025-05-27,Ministry of Defence,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),241112.2,Supply of high-altitude clothing,INR,0
d994a1d5,2025-10-18,Ministry of Defence,Reliance Infrastructure,Item Rate,961242.94,Procurement of spare parts for vehicles,INR,0
1aa67620,2025-03-06,CPWD (Central Public Works Department),GMR Infrastructure,Lump Sum,1739602.88,Horticulture works for central vista,INR,0
5087f1d3,2025-10-11,Ministry of Defence,Patanjali Ayurved,Item Rate,855681.57,Supply of high-altitude clothing,INR,0
1929cc1f,2025-08-27,CPWD (Central Public Works Department),Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),25255981.95,Renovation of government quarters,INR,0
b9b413fe,2025-01-20,Ministry of Health & Family Welfare,Infosys Ltd,EPC (Engineering Procurement Construction),28103775.14,Hospital management works,INR,0
8f636ec3,2025-06-24,Ministry of Defence,Larsen & Toubro Ltd,Lump Sum,2542852.98,Procurement of spare parts for vehicles,INR,0
c92edff1,2025-05-27,NHAI (National Highways Authority of India),Hindustan Construction Co,Item Rate,3116674.54,Construction of 4-lane highway section Phase-2,INR,0
2350b321,2025-10-27,Ministry of Railways,GMR Infrastructure,Item Rate,69014004.18,Track renewal works for Southern Zone,INR,0
7e109149,2025-01-14,Ministry of Health & Family Welfare,Larsen & Toubro Ltd,Item Rate,2384200.41,Hospital management works,INR,0
4dcd7c51,2025-11-11,Ministry of Health & Family Welfare,Hindustan Construction Co,Lump Sum,249436.69,Hospital management works,INR,0
8588fec0,2025-11-15,NHAI (National Highways Authority of India),Infosys Ltd,EPC (Engineering Procurement Construction),764297.21,Toll plaza operation and maintenance,INR,0
55cd1686,2025-12-29,NHAI (National Highways Authority of India),Patanjali Ayurved,Item Rate,2553671.32,Toll plaza operation and maintenance,INR,0
40013060,2025-06-13,Ministry of Railways,Wipro Government Solutions,Lump Sum,963299.86,Signalling modernization for Howrah,INR,0
430ac911,2025-02-08,Ministry of Defence,Infosys Ltd,Consultancy,1823845.85,Supply of high-altitude clothing,INR,0
3d79dae5,2025-03-23,Ministry of Railways,Rail Vikas Nigam Ltd,Lump Sum,629063.14,Procurement of rolling stock components,INR,0
361ff923,2025-12-06,CPWD (Central Public Works Department),Hindustan Construction Co,Lump Sum,13136213.2,Urgent supply - Vendor TBD,INR,1
459eb9e5,2025-01-29,Ministry of Railways,Adani Enterprises,Consultancy,5786407.34,Signalling modernization for Howrah,INR,0
8265e2c5,2025-06-18,NHAI (National Highways Authority of India),Adani Enterprises,Consultancy,237251.6,Toll plaza operation and maintenance,INR,0
1d255901,2025-06-12,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),862811.07,Horticulture works for central vista,INR,0
249e7261,2025-05-09,Ministry of Defence,Rail Vikas Nigam Ltd,Consultancy,656271.2,Supply of high-altitude clothing,INR,0
0925b889,2025-02-13,Ministry of Health & Family Welfare,Wipro Government Solutions,Item Rate,7735827.89,Hospital management works,INR,0
e1381a32,2025-08-11,CPWD (Central Public Works Department),Adani Enterprises,EPC (Engineering Procurement Construction),763958.38,Electrical maintenance of Shastri Bhawan,INR,0
0b773d04,2025-11-16,NHAI (National Highways Authority of India),Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),134782.62,Road safety consultancy services,INR,0
f4980e60,2025-09-28,NHAI (National Highways Authority of India),Bharat Electronics Ltd,EPC (Engineering Procurement Construction),1248263.49,Road safety consultancy services,INR,0
d212260c,2025-11-07,Ministry of Rural Development,Adani Enterprises,EPC (Engineering Procurement Construction),33702288.98,Emergency procurement of unspecified consumables,INR,1
66e0bd13,2025-03-17,Ministry of Rural Development,Reliance Infrastructure,EPC (Engineering Procurement Construction),811624.74,Road construction under PMGSY,INR,0
07abe6f4,2025-12-25,CPWD (Central Public Works Department),Hindustan Construction Co,Consultancy,3156324.73,Horticulture works for central vista,INR,0
7bf8825d,2025-09-29,Ministry of Defence,Patanjali Ayurved,Lump Sum,15355793.52,Supply of high-altitude clothing,INR,0
c56144ef,2025-06-18,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Item Rate,4284341.8,Construction of 4-lane highway section Phase-2,INR,0
062681dc,2025-10-28,NHAI (National Highways Authority of India),Infosys Ltd,Item Rate,251700.76,Road safety consultancy services,INR,0
250d628d,2025-05-13,CPWD (Central Public Works Department),Hindustan Construction Co,Consultancy,1995753.45,Electrical maintenance of Nirman Bhawan,INR,0
47db049b,2025-02-16,Ministry of Rural Development,Adani Enterprises,Consultancy,995641.01,Water conservation project,INR,0
669706ba,2025-10-27,Ministry of Rural Development,Larsen & Toubro Ltd,Item Rate,2040799.22,Water conservation project,INR,0
84f344eb,2025-08-05,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Consultancy,558638.74,Electrical maintenance of Nirman Bhawan,INR,0
5143aea8,2025-06-23,Ministry of Rural Development,Hindustan Construction Co,Consultancy,479728.84,Skill development training program,INR,0
2454d684,2025-12-27,Ministry of Rural Development,Reliance Infrastructure,EPC (Engineering Procurement Construction),78575.99,Water conservation project,INR,0
16cbecb8,2025-12-18,NHAI (National Highways Authority of India),Wipro Government Solutions,EPC (Engineering Procurement Construction),819886.32,Road safety consultancy services,INR,0
7850f92f,2025-12-21,Ministry of Rural Development,Hindustan Construction Co,EPC (Engineering Procurement Construction),1878791.51,Skill development training program,INR,0
b660bd87,2025-08-23,CPWD (Central Public Works Department),Infosys Ltd,Item Rate,150711.9,Renovation of government quarters,INR,0
2705005b,2025-11-06,Ministry of Rural Development,Infosys Ltd,Item Rate,313284.44,Road construction under PMGSY,INR,0
78719c2c,2025-10-13,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Item Rate,448862.01,Electrical maintenance of Nirman Bhawan,INR,0
4567a4f2,2025-11-03,NHAI (National Highways Authority of India),Hindustan Construction Co,Lump Sum,145196.13,Road safety consultancy services,INR,0
18d91216,2025-06-19,Ministry of Health & Family Welfare,Patanjali Ayurved,EPC (Engineering Procurement Construction),897004.76,Procurement of vaccines,INR,0
f1b5c192,2025-01-22,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Item Rate,173201.37,Renovation of government quarters,INR,0
513d2259,2025-08-05,CPWD (Central Public Works Department),Patanjali Ayurved,Item Rate,35630503.77,Horticulture works for central vista,INR,0
81199a93,2025-01-30,Ministry of Health & Family Welfare,Bharat Electronics Ltd,Item Rate,16025717.72,Facilitation fee for clearance,INR,1
5b48adb4,2025-02-08,Ministry of Defence,Shapoorji Pallonji Group,Lump Sum,44002.1,Procurement of spare parts for vehicles,INR,0
c37d0d5b,2025-10-03,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Item Rate,52725.24,Construction of 4-lane highway section km 10-50,INR,0
baf22442,2025-04-02,Ministry of Defence,Rail Vikas Nigam Ltd,Consultancy,351653.39,Maintenance of cantonment roads,INR,0
a6f8199b,2025-12-10,CPWD (Central Public Works Department),Patanjali Ayurved,Lump Sum,3580086.39,Electrical maintenance of Shastri Bhawan,INR,0
912cc0e9,2025-06-03,Ministry of Rural Development,Hindustan Construction Co,Consultancy,2979844.07,Water conservation project,INR,0
b47d60e9,2025-06-15,Ministry of Railways,Adani Enterprises,Consultancy,619521.56,Track renewal works for Southern Zone,INR,0
14b1fa40,2025-03-22,Ministry of Defence,Adani Enterprises,Item Rate,299621.87,Supply of high-altitude clothing,INR,0
d2fdc84e,2025-04-11,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Lump Sum,98343.49,Hospital management works,INR,0
5102513a,2025-04-14,Ministry of Rural Development,Larsen & Toubro Ltd,Item Rate,1287750.72,Water conservation project,INR,0
f4d96b47,2025-06-13,NHAI (National Highways Authority of India),Shapoorji Pallonji Group,Lump Sum,2705454.61,Road safety consultancy services,INR,0
3127b116,2025-02-06,NHAI (National Highways Authority of India),Reliance Infrastructure,Item Rate,104086853.44,Construction of 4-lane highway section km 10-50,INR,0
8ea46e5a,2025-03-28,Ministry of Defence,GMR Infrastructure,Item Rate,131318.82,Supply of high-altitude clothing,INR,0
fb7fd54a,2025-09-06,NHAI (National Highways Authority of India),Hindustan Construction Co,EPC (Engineering Procurement Construction),3694711.17,Toll plaza operation and maintenance,INR,0
d0ef5c1a,2025-02-21,CPWD (Central Public Works Department),Adani Enterprises,Item Rate,7140544.83,Renovation of government quarters,INR,0
998e1b8b,2025-09-03,Ministry of Health & Family Welfare,Adani Enterprises,Consultancy,806956.8,Hospital management works,INR,0
984b0c80,2025-08-11,Ministry of Defence,Shapoorji Pallonji Group,Consultancy,72624.13,Maintenance of cantonment roads,INR,0
65c266b6,2025-07-22,Ministry of Rural Development,Wipro Government Solutions,Lump Sum,449473.51,Road construction under PMGSY,INR,0
dd2e0cfb,2025-12-16,NHAI (National Highways Authority of India),Patanjali Ayurved,Consultancy,652857.27,Road safety consultancy services,INR,0
b24a5373,2025-01-12,CPWD (Central Public Works Department),Tata Projects Ltd,Lump Sum,400733.03,Horticulture works for central vista,INR,0
56cac3ba,2025-04-27,Ministry of Health & Family Welfare,Adani Enterprises,Consultancy,125798.26,Procurement of vaccines,INR,0
b0ef1381,2025-04-07,Ministry of Railways,Wipro Government Solutions,Consultancy,141288.68,Track renewal works for Northern Zone,INR,0
9867ebaa,2025-02-08,Ministry of Defence,Reliance Infrastructure,Item Rate,155961.05,Maintenance of cantonment roads,INR,0
663655bc,2025-02-16,Ministry of Railways,Rail Vikas Nigam Ltd,Item Rate,25073.91,Procurement of rolling stock components,INR,0
a6569956,2025-08-04,Ministry of Railways,Reliance Infrastructure,EPC (Engineering Procurement Construction),1171981.85,Track renewal works for Southern Zone,INR,0
60a7523f,2025-12-01,CPWD (Central Public Works Department),Adani Enterprises,Item Rate,6758041.19,Horticulture works for central vista,INR,0
7e3c065b,2025-11-12,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Consultancy,2166909.93,Construction of 4-lane highway section Package-IV,INR,0
edfc4e88,2025-11-30,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Item Rate,13359100.88,Supply of medical equipment for AIIMS,INR,0
0249094f,2025-05-23,Ministry of Defence,Tata Projects Ltd,Consultancy,6864385.73,Procurement of spare parts for vehicles,INR,0
6e843d1f,2025-07-14,Ministry of Railways,Bharat Electronics Ltd,Item Rate,945555.79,Track renewal works for Southern Zone,INR,0
2640059b,2025-12-21,Ministry of Health & Family Welfare,Infosys Ltd,EPC (Engineering Procurement Construction),845841.94,Hospital management works,INR,0
6bfdc72c,2025-01-28,Ministry of Rural Development,Larsen & Toubro Ltd,Item Rate,890427.42,Road construction under PMGSY,INR,0
65aa12f2,2025-10-14,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),1258422.26,Construction of 4-lane highway section Package-IV,INR,0
b3d0d335,2025-05-23,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,2763254.44,Road safety consultancy services,INR,0
d33a3422,2026-01-01,Ministry of Defence,Adani Enterprises,EPC (Engineering Procurement Construction),102873.92,Procurement of spare parts for vehicles,INR,0
